Artist,Title,Album,Key,Tempo,Genre,Energy,CuePoints,Comment,Overall Volume
The Dangerous Summer,Violent Red,Mother Nature,C,147.00,Alternative,7,8,C - 147.00,-8.5 dB
The Dangerous Summer,Infinite,Live In Baltimore 2019,C#m,120.01,Alternative,8,7,C#m - 120.01,-10.9 dB
The Dangerous Summer,Miles Apart (Revisited),Golden Record (Deluxe Version),D#,108.00,Alternative,6,8,D# - 108.00,-11.3 dB
The Dangerous Summer,Sins (Acoustic Demo Version),Golden Record (Deluxe Version),G,120.01,Alternative,4,8,G - 120.01,-16.0 dB
The Dangerous Summer,Good Things,Good Things,C,125.00,Alternative,7,7,C - 125.00,-7.5 dB
The Dangerous Summer,I Would Stay,If You Could Only Keep Me Alive (Deluxe Version),D,143.00,Alternative,7,8,D - 143.00,-8.7 dB
The Dangerous Summer,The Permanent Rain,If You Could Only Keep Me Alive (Deluxe Version),A#,125.00,Alternative,7,8,A# - 125.00,-9.1 dB
The Dangerous Summer,Here We Are After Dark,If You Could Only Keep Me Alive (Deluxe Version),D,84.50,Alternative,7,8,D - 84.50,-8.5 dB
The Dangerous Summer,Prologue,Mother Nature,A#,138.00,Alternative,5,5,A# - 138.00,-10.2 dB
The Dangerous Summer,Home,If You Could Only Keep Me Alive (Deluxe Version),G,140.00,Alternative,7,5,G - 140.00,-8.7 dB
The Dangerous Summer,Disconnect,If You Could Only Keep Me Alive (Deluxe Version),A,140.00,Alternative,7,8,A - 140.00,-8.7 dB
The Dangerous Summer,Of Confidence,If You Could Only Keep Me Alive (Deluxe Version),D,106.00,Alternative,7,4,D - 106.00,-8.6 dB
The Dangerous Summer,The Permanent Rain (Acoustic),If You Could Only Keep Me Alive (Deluxe Version),A#,114.99,Alternative,4,8,A# - 114.99,-11.5 dB
The Dangerous Summer,Disconnect (Acoustic),If You Could Only Keep Me Alive (Deluxe Version),A,140.01,Alternative,5,8,A - 140.01,-12.0 dB
The Dangerous Summer,Intro,Live In Baltimore 2019,Bm,124.61,Alternative,4,1,Bm - 124.61,-14.2 dB
The Dangerous Summer,Bring Me Back To Life,Live In Baltimore 2019,B,85.00,Alternative,6,8,B - 85.00,-9.2 dB
The Dangerous Summer,Where I Want To Be,Live In Baltimore 2019,G#,138.00,Alternative,7,8,G# - 138.00,-9.4 dB
The Dangerous Summer,Wake Up,If You Could Only Keep Me Alive (Deluxe Version),A,124.00,Alternative,6,8,A - 124.00,-8.3 dB
The Dangerous Summer,Catholic Girls,Live In Baltimore 2019,C#,150.00,Alternative,7,8,C# - 150.00,-9.6 dB
The Dangerous Summer,Ghosts,Live In Baltimore 2019,C#,148.00,Alternative,6,8,C# - 148.00,-10.3 dB
The Dangerous Summer,Luna,Live In Baltimore 2019,G#,144.00,Alternative,6,8,G# - 144.00,-10.5 dB
The Dangerous Summer,No One's Gonna Need You More,Live In Baltimore 2019,B,102.78,Alternative,3,8,B - 102.78,-14.7 dB
The Dangerous Summer,This Is Life,Live In Baltimore 2019,G#,147.99,Alternative,7,4,G# - 147.99,-9.7 dB
The Dangerous Summer,Where Were You When The Sky Opened Up,Live In Baltimore 2019,C#,110.00,Alternative,7,7,C# - 110.00,-9.9 dB
The Dangerous Summer,Starting Over / Slow Down,Live In Baltimore 2019,A#,147.00,Alternative,6,8,A# - 147.00,-8.8 dB
The Dangerous Summer,Color,Live In Baltimore 2019,F#m,132.01,Alternative,6,8,F#m - 132.01,-10.8 dB
The Dangerous Summer,Way Down,Live In Baltimore 2019,C,83.25,Alternative,6,5,C - 83.25,-9.1 dB
The Dangerous Summer,Never Feel Alone,Live In Baltimore 2019,F#m,156.00,Alternative,8,6,F#m - 156.00,-9.5 dB
The Dangerous Summer,Northern Lights,Live In Baltimore 2019,C#,126.01,Alternative,7,8,C# - 126.01,-9.8 dB
The Dangerous Summer,The Permanent Rain,Live In Baltimore 2019,F#m,126.01,Alternative,7,8,F#m - 126.01,-10.6 dB
The December Drive,This Side You've Never Seen,handslikegunsandcrashingsounds,D,153.89,Pop,5,7,D - 153.89,-8.6 dB
The Early November,Sunday Drive,For All Of This,C#,141.43,Rock,4,3,C# - 141.43,-11.6 dB
The Early November,Power Of Love,Punk Goes 80's,B,87.29,Alternative,3,4,B - 87.29,-11.1 dB
The Eden Project,woah,woah,Am,120.29,EDM,3,8,Am - 120.29,-13.5 dB
The Eden Project,Times Like These,Times Like These,E,126.67,EDM,4,5,E - 126.67,-10.2 dB
The Eden Project,Gone,Gone,Am,81.00,EDM,6,8,Am - 81.00,-8.8 dB
The Eden Project,Lost,Entrance,Fm,80.00,EDM,5,8,Fm - 80.00,-8.0 dB
The Eden Project,Crazy in Love (feat. Leah Kelly),Crazy in Love (feat. Leah Kelly),Bm,118.25,EDM,5,8,Bm - 118.25,-11.7 dB
The Eden Project,Fumes,Bipolar Paradise,G,110.99,EDM,5,7,G - 110.99,-8.6 dB
The Eden Project,Blank_Space,Blank Space,E,154.00,EDM,3,8,E - 154.00,-13.7 dB
The Eden Project,Man Down,Bipolar Paradise,F#m,120.44,EDM,7,8,F#m - 120.44,-9.0 dB
The Eden Project,Soul,Bipolar Paradise,D,107.86,EDM,3,8,D - 107.86,-19.7 dB
The Eden Project,drowning.,Bipolar Paradise,Em,111.00,EDM,6,8,Em - 111.00,-8.9 dB
The Eden Project,Chasing Ghosts,Chasing Ghosts,Am,139.99,EDM,6,8,Am - 139.99,-8.8 dB
The Faim,Ride (Twenty One Pilots cover),Rock Sound Presents: Worship And Tributes Vol. 2,F#,140.00,,6,8,F# - 140.00 - http://coreradio.ru,-9.6 dB
The Get Up Kids,Close To Me,Before You Were Punk,B,96.30,,6,6,B - 96.30,-9.7 dB
The Get Up Kids,Overdue,Music From The WB Television Series One Tree Hill (change in 1 track bundle status),Bm,87.50,Films/Games,5,8,Bm - 87.50,-9.6 dB
The Good Year,Enthused,Pacific Ridge Record's Heroes of Pop-punk (Limited Edition),D,131.24,Pop,7,3,D - 131.24,-8.7 dB
The Hood Internet,Critical Captions,FEAT,Fm,82.00,Rap/Hip Hop,6,8,Fm - 82.00,-12.9 dB
The Hood Internet,One for the Books,FEAT,Cm,88.00,Rap/Hip Hop,6,8,Cm - 88.00,-11.8 dB
The Hood Internet,More Fun,FEAT,Fm,89.50,Rap/Hip Hop,6,8,Fm - 89.50,-10.4 dB
The Hood Internet,Do You Give up Now?,FEAT,C,89.99,Rap/Hip Hop,4,7,C - 89.99,-10.6 dB
The Hood Internet,Exonerated,FEAT,A#m,120.00,Rap/Hip Hop,5,5,A#m - 120.00,-13.1 dB
The Hood Internet,Eve (feat. Swizz Beatz) vs Radiohead - Tambourine Reckoning,The Mixtape Volume Two,Em,104.33,Hip Hop/Rap,4,8,Em - 104.33 - thehoodinternet.com,-8.3 dB
The Hood Internet,Rich Boy vs Simian Mobile Disco - I Believe You Should Looka Here,The Mixtape Volume Two,G#m,97.18,Hip Hop/Rap,8,5,G#m - 97.18 - thehoodinternet.com,-9.9 dB
The Hood Internet,R. Kelly (feat. Huey) vs Rogue Wave - Endless Hookup,The Mixtape Volume Three,Gm,145.99,Hip Hop/Rap,7,8,Gm - 145.99,-8.9 dB
The Hood Internet,Usher (feat. Young Jeezy) vs Los Campesinos! - The Year This Club Broke (My Heart),The Mixtape Volume Three,C,142.04,Hip Hop/Rap,7,8,C - 142.04,-7.9 dB
The Hood Internet,Spank Rock vs Burial - Bumpangel,The Mixtape Volume Three,Fm,139.99,Hip Hop/Rap,6,8,Fm - 139.99,-10.1 dB
The Hood Internet,Nothing Should Be a Surprise,FEAT,Cm,156.00,Rap/Hip Hop,6,8,Cm - 156.00,-9.8 dB
The Hood Internet,Lil Wayne (feat. Static Major) vs The Bloody Beetroots - We Are From Venice (Lil Weezy Ana),The Mixtape Volume Three,Dm,131.76,Hip Hop/Rap,7,6,Dm - 131.76,-8.5 dB
The Hood Internet,Three 6 Mafia vs The Long Blondes - Lolli Lolli Pop That Century,The Mixtape Volume Three,F#m,128.00,Hip Hop/Rap,7,5,F#m - 128.00,-10.3 dB
The Hood Internet,"Fleetwood Mac vs Daft Punk - You Make Lovin' Harder, Better, Faster, Stronger",The Mixtape Volume Three,F#m,127.42,Hip Hop/Rap,6,8,F#m - 127.42,-12.3 dB
The Hood Internet,The Cardigans vs Ratatat - Mirando Birdfool,The Mixtape Volume Three,Bm,122.22,Hip Hop/Rap,8,4,Bm - 122.22,-9.3 dB
The Hood Internet,Clipse vs The Avalanches - When The Last Time I Left You,The Mixtape Volume Two,G,102.78,Hip Hop/Rap,6,8,G - 102.78 - thehoodinternet.com,-10.4 dB
The Hood Internet,Lil Kim (feat. Missy Elliott) vs MGMT - Can You Hear My Kids Now,The Mixtape Volume Three,F#m,122.99,Hip Hop/Rap,4,7,F#m - 122.99,-9.5 dB
The Hood Internet,"Lil Mama (feat. Chris Brown, T-Pain) vs MSTRKRFT - Shawty Get Looks",The Mixtape Volume Three,F#m,117.05,Hip Hop/Rap,7,7,F#m - 117.05,-12.3 dB
The Hood Internet,"Birdman (feat. DJ Khaled, Rick Ross) vs Sebastien Tellier vs SebastiAn - $100 Million Sportswear",The Mixtape Volume Three,Dm,116.01,Hip Hop/Rap,7,5,Dm - 116.01,-10.3 dB
The Hood Internet,T-Pain vs TV On The Radio - Frozen Age,The Mixtape Volume Three,C,114.00,Hip Hop/Rap,8,8,C - 114.00,-10.8 dB
The Hood Internet,MF DOOM vs Ladytron - My Favorite Ladytrons,The Mixtape Volume Three,G#m,110.01,Hip Hop/Rap,7,8,G#m - 110.01,-9.0 dB
The Hood Internet,Ol' Dirty Bastard (feat. Kelis) vs White Williams - Got Your Smoke,The Mixtape Volume Three,Fm,101.01,Hip Hop/Rap,7,8,Fm - 101.01,-8.8 dB
The Hood Internet,Ghostface Killah vs Caribou - Apollo Narrows,The Mixtape Volume Three,Fm,92.89,Hip Hop/Rap,6,5,Fm - 92.89,-11.8 dB
The Hood Internet,Pimp C (feat. Lil Keke) vs The New Pornographers - Knocking Fablez Down,The Mixtape Volume Three,Am,87.12,Hip Hop/Rap,7,8,Am - 87.12,-10.7 dB
The Hood Internet,Webbie vs Black Moth Super Rainbow - Drippy I-N-D-E-P-E-N-D-E-N-T,The Mixtape Volume Three,G#m,86.98,Hip Hop/Rap,4,8,G#m - 86.98,-8.8 dB
The Hood Internet,Jay-Z (feat. Lil Wayne) vs Xiu Xiu - I Do Brooklyn When I Want,The Mixtape Volume Three,D,82.63,Hip Hop/Rap,6,8,D - 82.63,-9.9 dB
The Hood Internet,The Cool Kids vs Le Loup - We Are Mikey! We Are Rock!,The Mixtape Volume Three,Bm,80.00,Hip Hop/Rap,6,8,Bm - 80.00,-8.1 dB
The Hood Internet,"Bun B (feat. Rick Ross, David Banner, 8Ball) vs Of Montreal - Gallery Piece Of Everything",The Mixtape Volume Three,Fm,120.00,Hip Hop/Rap,8,8,Fm - 120.00,-8.7 dB
The Hood Internet,"Dr. Dre (feat. Snoop Dogg, Nate Dogg) vs Fujiya & Miyagi - The Next Collarbone",The Mixtape Volume Two,Cm,113.01,Hip Hop/Rap,6,5,Cm - 113.01 - thehoodinternet.com,-10.2 dB
The Hood Internet,Aesop Rock vs The Knife - We Share Our Mother's Jumper Cables,The Mixtape Volume Two,D,146.65,Hip Hop/Rap,7,8,D - 146.65 - thehoodinternet.com,-11.5 dB
The Hood Internet,Amerie vs Daft Punk - Take Control of Da Funk,The Mixtape Volume Two,Gm,111.22,Hip Hop/Rap,7,7,Gm - 111.22 - thehoodinternet.com,-11.1 dB
The Hood Internet,R. Kelly vs Jens Lekman - If I Could Rock (It Would Feel Like This),The Mixtape Volume Two,D,143.79,Hip Hop/Rap,6,8,D - 143.79 - thehoodinternet.com,-12.7 dB
The Hood Internet,Hurricane Chris vs Of Montreal - Hurricane Like A Promethean Chris,The Mixtape Volume Two,E,154.00,Hip Hop/Rap,7,5,E - 154.00 - thehoodinternet.com,-9.6 dB
The Hood Internet,Soulja Boy vs Digitalism - Crank Dat Pogo,The Mixtape Volume Two,Gm,136.00,Hip Hop/Rap,5,8,Gm - 136.00 - thehoodinternet.com,-8.4 dB
The Hood Internet,"Pimp C (feat. Bun B, Mike Jones) vs Ghostland Observatory - Pourin' Up Vibrations",The Mixtape Volume Two,Am,135.00,Hip Hop/Rap,7,7,Am - 135.00 - thehoodinternet.com,-10.0 dB
The Hood Internet,Montell Jordan vs Arcade Fire - This Is How We Go,The Mixtape Volume Two,Fm,136.00,Hip Hop/Rap,7,8,Fm - 136.00 - thehoodinternet.com,-10.6 dB
The Hood Internet,M.I.A. vs Ocelot - Our Boyz,The Mixtape Volume Two,A#m,133.00,Hip Hop/Rap,7,8,A#m - 133.00 - thehoodinternet.com,-9.2 dB
The Hood Internet,Sean Kingston vs Patrick Wolf - Beautiful Girls in Magic Positions,The Mixtape Volume Two,B,135.01,Hip Hop/Rap,7,5,B - 135.01 - thehoodinternet.com,-8.9 dB
The Hood Internet,Goodie Mob vs The Futureheads - The Meantime In The Dirty South,The Mixtape Volume Two,B,90.24,Hip Hop/Rap,6,6,B - 90.24 - thehoodinternet.com,-9.1 dB
The Hood Internet,R. Kelly vs Shellac - Thoia Thellac,The Mixtape Volume Two,C#m,89.00,Hip Hop/Rap,6,7,C#m - 89.00 - thehoodinternet.com,-9.4 dB
The Hood Internet,A.C. Newman vs Chris Brown - Drug Drug Kiss Kiss,The Mixtape Volume Two,Dm,87.86,Hip Hop/Rap,6,8,Dm - 87.86 - thehoodinternet.com,-10.8 dB
The Hood Internet,Clipse vs Cat Power - I Don't Blame You For Shinin' And Grindin',The Mixtape Volume Two,C,89.02,Hip Hop/Rap,5,8,C - 89.02 - thehoodinternet.com,-10.0 dB
The Hood Internet,Blak Jak (feat. Project Pat) vs Gruff Rhys - Marchogi a Gwyri,The Mixtape Volume Two,C,80.35,Hip Hop/Rap,6,6,C - 80.35 - thehoodinternet.com,-10.4 dB
The Hood Internet,UGK (feat. Andre 3000) vs TV On The Radio - I Was An International Player,The Mixtape Volume Two,Em,116.67,Hip Hop/Rap,8,7,Em - 116.67 - thehoodinternet.com,-9.5 dB
The Hood Internet,Birdman (feat. Lil Wayne) vs Tunng - Poppin' Bottles Of Soup,The Mixtape Volume Two,Dm,145.07,Hip Hop/Rap,6,7,Dm - 145.07 - thehoodinternet.com,-8.8 dB
The Hood Internet,Blitzen Trapper - Sci-Fi Kid (The Hood Internet remix feat. Shout Out Out Out Out & Dr. Roxanne Shanté),The Mixtape Volume Two,G#m,127.14,Hip Hop/Rap,8,8,G#m - 127.14 - thehoodinternet.com,-10.2 dB
The Hood Internet,CeCe Peniston vs Black Moth Super Rainbow - Finallipopsichord,The Mixtape Volume Two,Bm,125.03,Hip Hop/Rap,6,3,Bm - 125.03 - thehoodinternet.com,-8.7 dB
The Hood Internet,Whitney Houston vs Isolée - Dance With Shrapnell,The Mixtape Volume Two,F#,118.99,Hip Hop/Rap,6,5,F# - 118.99 - thehoodinternet.com,-9.5 dB
The Hood Internet,"DJ Khaled (feat. Akon, Birdman, Fat Joe, Lil Wayne, Rick Ross, T.I.) vs Junior Boys - Takin' Over In The Morning",The Mixtape Volume Two,Dm,119.99,Hip Hop/Rap,8,7,Dm - 119.99 - thehoodinternet.com,-12.2 dB
The Hood Internet,MIMS vs Interpol - There's No MIMS In Threesome,The Mixtape Volume Two,F,120.04,Hip Hop/Rap,7,5,F - 120.04 - thehoodinternet.com,-9.3 dB
The Hood Internet,Rick Ross vs Ghosthustler vs Wilco - Everyday I'm Ghosthustlin',The Mixtape Volume Two,Am,119.99,Hip Hop/Rap,6,4,Am - 119.99 - thehoodinternet.com,-8.9 dB
The Hood Internet,The Pussycat Dolls (feat. Busta Rhymes) vs Matthew Dear - Don't Cha Wish Your Girlfriend Was Shy,The Mixtape Volume Two,A#m,120.00,Hip Hop/Rap,7,8,A#m - 120.00 - thehoodinternet.com,-10.2 dB
The Hood Internet,"Kid Sister vs Prince - Damn Girl, I Wanna Be Your Lover",The Mixtape Volume Two,G#m,117.15,Hip Hop/Rap,5,8,G#m - 117.15 - thehoodinternet.com,-10.7 dB
The Hood Internet,Genesis vs Justice - Genesis Squared,The Mixtape Volume Two,Dm,116.99,Hip Hop/Rap,7,6,Dm - 116.99 - thehoodinternet.com,-13.0 dB
The Hood Internet,Crime Mob vs The Dodos - Stilettos In The Park,The Mixtape Volume Three,Fm,153.03,Hip Hop/Rap,4,8,Fm - 153.03,-11.1 dB
The Hood Internet,Ludacris vs She & Him - Sentimental Hearts,The Mixtape Volume Three,C,152.33,Hip Hop/Rap,6,3,C - 152.33,-12.0 dB
The Hood Internet,Big Boi (feat. Purple Ribbon All-Stars) vs Ghislain Poirier - Blazin Kryptonite,The Mixtape Volume Three,Gm,134.95,Hip Hop/Rap,7,6,Gm - 134.95,-8.7 dB
The Hood Internet,"Three 6 Mafia vs Joan As Policewoman - Fuck That, I Defy",The Mixtape Volume Three,Em,143.16,Hip Hop/Rap,6,5,Em - 143.16,-10.7 dB
The Hood Internet,Young Jeezy x Alex Metric | RIPism,The Mixtape Volume Eight,Gm,108.99,,7,5,Gm - 108.99 - Artwork by Fourth Is King | http://fourthisking.com,-11.3 dB
The Hood Internet,Digital Underground x St Vincent | Digital Humpty,The Mixtape Volume Eight,Cm,105.00,,6,8,Cm - 105.00 - Artwork by Fourth Is King | http://fourthisking.com,-7.7 dB
The Hood Internet,B.O.B x 2Chainz x Chromeo | Over Your Head,The Mixtape Volume Eight,C#m,108.00,,7,8,C#m - 108.00 - Artwork by Fourth Is King | http://fourthisking.com,-9.8 dB
The Hood Internet,Lil Wayne x French Montana x Goldroom | Loyalita,The Mixtape Volume Eight,A#m,104.00,,6,8,A#m - 104.00 - Artwork by Fourth Is King | http://fourthisking.com,-11.5 dB
The Hood Internet,Jay-Z x Phantogram | Fall In Cake,The Mixtape Volume Eight,Dm,94.01,,6,8,Dm - 94.01 - Artwork by Fourth Is King | http://fourthisking.com,-9.5 dB
The Hood Internet,Drake x Baauer x RL Grime | Infinite Starts,The Mixtape Volume Eight,G#m,96.00,,7,8,G#m - 96.00 - Artwork by Fourth Is King | http://fourthisking.com,-7.3 dB
The Hood Internet,Sage The Gemini x IamSu! x AlunaGeorge | You Know You Like Gas,The Mixtape Volume Eight,Cm,92.00,,7,4,Cm - 92.00 - Artwork by Fourth Is King | http://fourthisking.com,-9.4 dB
The Hood Internet,Missy Elliott x Blood Cultures | Sock It 2 Summer,The Mixtape Volume Eight,G#m,90.00,,5,4,G#m - 90.00 - Artwork by Fourth Is King | http://fourthisking.com,-9.3 dB
The Hood Internet,Won't Fuck Us Over (Neverever Remix),FEAT (Remixes),Gm,124.00,Rap/Hip Hop,7,8,Gm - 124.00,-9.2 dB
The Hood Internet,Exonerated (Oscillator Bug Remix),FEAT (Remixes),A#,129.27,Rap/Hip Hop,6,8,A# - 129.27,-9.1 dB
The Hood Internet,Uzi Water Gun (Skinny Friedman Remix),FEAT (Remixes),Em,152.00,Rap/Hip Hop,5,8,Em - 152.00,-9.6 dB
The Hood Internet,These Things Are Nice (Jay Fay Remix),FEAT (Remixes),B,150.00,Rap/Hip Hop,6,8,B - 150.00,-11.6 dB
The Hood Internet,Won't Fuck Us Over (Magichour Remix),FEAT (Remixes),Am,124.63,Rap/Hip Hop,7,8,Am - 124.63,-11.5 dB
The Hood Internet,Our Finest China (El_Der Remix),FEAT (Remixes),Dm,85.00,Rap/Hip Hop,7,8,Dm - 85.00,-8.0 dB
The Hood Internet,Nothing Should Be a Surprise (Lazerbreak Remix),FEAT (Remixes),Fm,155.97,Rap/Hip Hop,7,4,Fm - 155.97,-9.5 dB
The Hood Internet,One for the Record Books (Willy Joy Remix),FEAT (Remixes),Fm,82.00,Rap/Hip Hop,7,8,Fm - 82.00,-6.1 dB
The Hood Internet,Wiz Khalifa vs The Black Ghosts - Say Someway,The Mixtape Volume Three,Gm,145.99,Hip Hop/Rap,6,7,Gm - 145.99,-11.3 dB
The Hood Internet,Critical Captions (Only Children Remix),FEAT (Remixes),Em,103.00,Rap/Hip Hop,6,8,Em - 103.00,-9.3 dB
The Hood Internet,Do You Give up Now? (Big Data Remix),FEAT (Remixes),Am,96.00,Rap/Hip Hop,7,8,Am - 96.00,-9.7 dB
The Hood Internet,These Things Are Nice,FEAT,B,150.00,Rap/Hip Hop,5,8,B - 150.00,-10.9 dB
The Hood Internet,Uzi Water Gun,FEAT,Am,152.00,Rap/Hip Hop,6,8,Am - 152.00,-11.4 dB
The Hood Internet,Our Finest China,FEAT,Dm,85.00,Rap/Hip Hop,5,8,Dm - 85.00,-9.9 dB
The Hood Internet,Won't Fuck Us Over,FEAT,Bm,140.00,Rap/Hip Hop,7,8,Bm - 140.00,-12.0 dB
The Hood Internet,Haim x Robotaki | It's Still About Falling,The Mixtape Volume Eight,Bm,118.94,,5,6,Bm - 118.94 - Artwork by Fourth Is King | http://fourthisking.com,-9.1 dB
The Hood Internet,Gucci Mane x Les Sins | Fetch and Roll,The Mixtape Volume Eight,F#m,120.01,,7,5,F#m - 120.01 - Artwork by Fourth Is King | http://fourthisking.com,-9.0 dB
The Hood Internet,More Fun (Body Language Remix),FEAT (Remixes),Fm,89.50,Rap/Hip Hop,7,8,Fm - 89.50,-10.3 dB
The Hood Internet,Queen x David Bowie x Dillon Francis x T-E-E-D | Without Pressure,The Mixtape Volume Eight,D#,120.01,,7,5,D# - 120.01 - Artwork by Fourth Is King | http://fourthisking.com,-9.8 dB
The Hood Internet,Chvrches x Alex Metric x Oliver | Gun Galaxy,The Mixtape Volume Eight,Dm,120.00,,7,6,Dm - 120.00 - Artwork by Fourth Is King | http://fourthisking.com,-10.4 dB
The Hood Internet,Shawty Lo vs Trans Am - Dey Know Obscene Strategies,The Mixtape Volume Three,Am,142.07,Hip Hop/Rap,7,8,Am - 142.07,-12.1 dB
The Hood Internet,New Young Pony Club vs Simian Mobile Disco - Bomb Deprivation,The Mixtape Volume Three,Am,137.00,Hip Hop/Rap,7,6,Am - 137.00,-10.3 dB
The Hood Internet,Flo Rida vs Hot Chip - Hold On To That Low,The Mixtape Volume Three,Dm,134.50,Hip Hop/Rap,7,8,Dm - 134.50,-9.4 dB
The Hood Internet,Stacey Q vs Yeasayer - Sunrise Of Hearts,The Mixtape Volume Three,Fm,129.04,Hip Hop/Rap,4,6,Fm - 129.04,-10.8 dB
The Hood Internet,El Perro Del Mar - Inner Island (The Hood Internet Remix),The Mixtape Volume Three,C,125.52,Hip Hop/Rap,6,5,C - 125.52,-9.9 dB
The Hood Internet,The-Dream vs Cut Copy - Light Falsetto Music,The Mixtape Volume Three,A#m,126.00,Hip Hop/Rap,6,8,A#m - 126.00,-8.7 dB
The Hood Internet,Chromeo vs Rihanna - Don't Stop The Fancy Footwork,The Mixtape Volume Three,F#m,122.91,Hip Hop/Rap,7,8,F#m - 122.91,-8.2 dB
The Hood Internet,Rick Ross (feat. R. Kelly) vs Hercules & Love Affair - Blind Speed,The Mixtape Volume Three,Gm,122.69,Hip Hop/Rap,7,6,Gm - 122.69,-11.2 dB
The Hood Internet,"Estelle (feat. Kanye West) vs The Ting Tings - Shut Up, American Boy",The Mixtape Volume Three,Em,118.14,Hip Hop/Rap,6,8,Em - 118.14,-10.7 dB
The Hood Internet,Intro (feat. Ninjasonik),The Mixtape Volume Three,F,118.03,Hip Hop/Rap,6,1,F - 118.03,-13.0 dB
The Hood Internet,Weezer x Porter Robinson | Sea It Ain't So,The Mixtape Volume Eight,D#,135.61,,4,3,D# - 135.61 - Artwork by Fourth Is King | http://fourthisking.com,-8.1 dB
The Hood Internet,Flosstradamus x Casino x Little Dragon | Klapppit,The Mixtape Volume Eight,Gm,149.99,,7,8,Gm - 149.99 - Artwork by Fourth Is King | http://fourthisking.com,-9.4 dB
The Hood Internet,Chance The Rapper x Wave Racer | Prom Streamers,The Mixtape Volume Eight,Gm,140.01,,8,5,Gm - 140.01 - Artwork by Fourth Is King | http://fourthisking.com,-10.8 dB
The Hood Internet,Schoolboy Q x Just Blaze x Baauer | Higher Greens,The Mixtape Volume Eight,F#m,153.99,,8,8,F#m - 153.99 - Artwork by Fourth Is King | http://fourthisking.com,-7.0 dB
The Hood Internet,Big Sean x Yeasayer | Dance With Henrietta,The Mixtape Volume Eight,Fm,83.99,,6,8,Fm - 83.99 - Artwork by Fourth Is King | http://fourthisking.com,-8.4 dB
The Hood Internet,Pusha T x Kendrick Lamar x ASTR | R U Nosetalgic,The Mixtape Volume Eight,C#,81.00,,6,8,C# - 81.00 - Artwork by Fourth Is King | http://fourthisking.com,-8.3 dB
The Hood Internet,Future x Rustie | Move That Triad,The Mixtape Volume Eight,Gm,145.01,,8,8,Gm - 145.01 - Artwork by Fourth Is King | http://fourthisking.com,-7.2 dB
The Hood Internet,Kendrick Lamar x Cashmere Cat | Mirror Vibe,The Mixtape Volume Eight,Fm,130.01,,7,8,Fm - 130.01 - Artwork by Fourth Is King | http://fourthisking.com,-10.1 dB
The Hood Internet,Lykke Li x Duck Sauce | I Follow Rings,The Mixtape Volume Eight,Dm,126.01,,7,8,Dm - 126.01 - Artwork by Fourth Is King | http://fourthisking.com,-8.5 dB
The Hood Internet,Pharrell & Major Lazer x Royksopp and Robyn | Aerosol Again,The Mixtape Volume Eight,Fm,123.98,,8,8,Fm - 123.98 - Artwork by Fourth Is King | http://fourthisking.com,-9.3 dB
The Hood Internet,Ciara x Treasure Fingers | Cloud Party ,The Mixtape Volume Eight,Em,124.00,,7,4,Em - 124.00 - Artwork by Fourth Is King | http://fourthisking.com,-9.2 dB
The Hood Internet,Bell Biv Devoe x Disclosure | When Poison Starts To Burn,The Mixtape Volume Eight,F#m,124.00,,6,8,F#m - 124.00 - Artwork by Fourth Is King | http://fourthisking.com,-9.1 dB
The Hood Internet,Sam Smith x Disclosure x Blood Orange | The Complete Latch,The Mixtape Volume Eight,F#m,120.00,,7,5,F#m - 120.00 - Artwork by Fourth Is King | http://fourthisking.com,-10.5 dB
The Hotelier,An Introduction to the Album,"Home, Like Noplace Is There",D#,110.00,Rock,4,8,D# - 110.00,-14.3 dB
The Jazz June,The Scars to Prove It,The Medicine,D,145.81,,4,3,D - 145.81,-12.1 dB
The Jealous Sound,A Gentle Reminder,A Gentle Reminder [Deluxe Edition],D,130.00,Rock,7,8,D - 130.00,-10.8 dB
The Jealous Sound,This Is Where It Starts,A Gentle Reminder [Deluxe Edition],D,130.00,Rock,7,8,D - 130.00,-10.8 dB
The Jealous Sound,Waiting For Your Arrival,A Gentle Reminder [Deluxe Edition],A,123.00,Rock,7,8,A - 123.00,-10.8 dB
The Jealous Sound,Promise Of The West,A Gentle Reminder [Deluxe Edition],A,141.99,Rock,7,5,A - 141.99,-11.4 dB
The Jealous Sound,Your Eyes Were Shining,A Gentle Reminder [Deluxe Edition],G,132.00,Rock,7,8,G - 132.00,-10.8 dB
The Juliana Theory,Duane Joseph,A Small Noise,F,83.03,Rock,7,8,F - 83.03,-10.4 dB
The Junior Varsity,The Sky!,Cinematographic,D#m,150.02,Rock,6,6,D#m - 150.02,-9.0 dB
The Legion of Doom,Hands Down Gandhi (Dashboard Confessional vs. Sage Francis),Incorporated,D#,92.00,Psychedelic,7,8,D# - 92.00 - 00001C46 00002015 0000CECC 0000CC18 00013AEB 00013AEB 00008000 00008000 0000018A 00000571,-6.9 dB
The Legion of Doom,A Threnody for a Grand (Atreyu vs. It Dies Today),Incorporated,Cm,98.50,Unknown Genre,7,6,Cm - 98.50 - 00002AFA 00002CAB 0000E295 0000DFAB 000185C0 00006AAA 00008000 00008000 0000272F 0000272F,-7.8 dB
